activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
46067,114066797,114066797,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October,Council of Supply Chain Management Professionals (CSCMP) Global Annual Conference,,,,,Manual,,,,,,,,,,,,,Understanding Shipper Needs:  A Segmentation Approach,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46067, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Williams, Z.', 'Garver, M. S.', 'Wynne, W. R.']"
46078,114111823,114111823,,2020.0,,,,,,,,,,,,,,,,,"Professor Gandarias Beldarrain attended the 16th International Conference of Exilioa eta Humanitateak (Exile and Humanities) celebrated in Donostia-San Sebastián between the 4th and 7th of November. The conference was organized and sponsored by many institutions in the Basque Country, United States and Spain: Hamaika Bide Elkartea, Center for Basque Studies (University of Nevada Reno), University of the Basque Country, University of Deusto, The Basque Government, The Gipuzkoa Provincial Council, San Sebastián City Hall, Gogora, and Spanish Government. The conference's main focus was to analyze and debate the pathway made in exile by the Basque Culture during the 40 years of Franco Dictatorship (1939-1975). This conference brought together interesting academics, philosophers, writers, and individuals who had been exiled that exposed their topics in Basque and Spanish.
 
The paper presented by professor Gandarias Beldarrain was titled “Jokin Zaitegi: Erbestetik Euskal Komunitate Irudikatua Eraikitzen” (Jokin Zaitegi: Building the Basque Imagined Community from the Exile). The paper examined how Jokin Zaitegi, an exiled Jesuit priest, was able to develop a network of fellow Basque intellectuals to save and rebuild the defeated Basque Country through their language, the Basque. In order to pursue this goal Zaitegi created the first magazine written entirely in the Basque language named Euzko-Gogoa (Basque-Will, 1950-1960) published in Guatemala. This magazine became a platform that allowed the building of an imagined community that could be a reference for the future Basque nation. Professor Gandarias focused on the importance of place, in the case of Euzko-Gogoa Guatemala, showing how it became the archetype of freedom, where the Basque culture found the perfect space to grow and build their imagined community. Stating that exile became a fundamental pillar on the modernization and development of the Basque culture and literature. 
",,,,,,,,,,,,,,,,,,,,XVI Congreso Internacional: “Exilio y Humanidades: las rutas de la cultura” Ochenta años después,,,,,Manual,,,11,,,,,Hamaika Bide,Donostia-San Sebastián,,,,Jokin Zaitegi: Erbestetik Euskal Komunitate Irudikatua Eraikitzen,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 18355, ""mimetype"": ""application/pdf"", ""filename"": ""programa xvi congreso cast[1].pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeW1KUlhWN2tRSzlneWhXRzNQQ21uSnVCcUt6c2NvY2ZZa3c3a01MZEhveElzbGFnY2xvcHZKbHhlZEJPdDZyRnlVa2VSQW1xK3NIVk53Y1JpT0F0WU9BPT0%3D"", ""filesize"": 987890}]","[{""id"": 46078, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 46078, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 2, ""completionorder"": 2}]","['Gandarias Beldarrain, Z.']"
46137,114059338,114059338,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Film and Video Association Conference; New Mexico State University; Las Cruces, NM",,,,,Manual,,,,,,,,,,,,,Co-Created Video Interventions for the Desmond Tutu Foundation,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46137, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46138,114059338,114059338,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intermountain Gender and Sexuality Conference; Idaho State University; Pocatello, ID",,,,,Manual,,,,,,,,,,,,,The Oppositional Gaze and Exhibit B,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46138, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46139,114059338,114059338,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The School of the Arts Showcase; Boise State University; Boise, ID",,,,,Manual,,,,,,,,,,,,,The Cotopaxi Project: A Case Study In Social Responsibility,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46139, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46140,114059338,114059338,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise State University Graduate Student Colloquium; Boise, ID",,,,,Manual,,,,,,,,,,,,,Multimedia Representation of Ethnographic Data,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46140, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46141,114059338,114059338,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Communication Association; Chicago, IL",,,,,Manual,,,,,,,,,,,,,Public Memory and Performance at the Mormon Church History Museum,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46141, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46142,114059338,114059338,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TedX; Sandy, UT",,,,,Manual,,,,,,,,,,,,,Pressures of Modern Life and the Evolving View of History,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46142, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46143,114059338,114059338,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"American Anthropological Association; Chicago, IL",,,,,Manual,,,,,,,,,,,,,The Congo Project: A Hypertext-based Ethnography,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46143, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46144,114059338,114059338,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CLUTE Institute; Las Vegas, NV",,,,,Manual,,,,,,,,,,,,,Beyond Online Education: Creating a Project-Based Professional Graduate Program,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46144, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46145,114059338,114059338,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Film and Video Association; Chicago, IL",,,,,Manual,,,,,,,,,,,,,Interactive Ethnography and the Belgian Congo,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46145, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46146,114059338,114059338,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viscom; Heber, UT",,,,,Manual,,,,,,,,,,,,,Interactive Ethnography and the Belgian Congo,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46146, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46147,114059338,114059338,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Popular Culture Association; St. Louis, MO",,,,,Manual,,,,,,,,,,,,,Are Mormons Vampires?,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46147, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46148,114059338,114059338,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Communication Association; San Diego, CA",,,,,Manual,,,,,,,,,,,,,Oppositional Voices and Transnational Justice: The 'Blood Diamonds' Controversies in West Africa,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46148, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46149,114059338,114059338,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Communication Association; San Diego, CA",,,,,Manual,,,,,,,,,,,,,Unconventional Wisdom: Critical Rhetorics of Race,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46149, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46150,114059338,114059338,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Communication Association; Chicago, IL",,,,,Manual,,,,,,,,,,,,,"Rhetorical Ambivalences and Post-Colonial Memories: The Evolution of Belgian Cultural Remembrances of Leopold II and the ""Model"" Belgian Colonies",,,,,,,,Proceeding,,,,,,[],"[{""id"": 46150, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46151,114059338,114059338,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tanner Works in Progress Series, University of Utah; Salt Lake City, UT",,,,,Manual,,,,,,,,,,,,,The Evolving Public Memories of Heroes in the Congo (1885-1998),,,,,,,,Proceeding,,,,,,[],"[{""id"": 46151, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46152,114059338,114059338,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Communication Department Colloquium, University of Utah; Salt Lake City, UT",,,,,Manual,,,,,,,,,,,,,Visual Argumentation and Belgian-Congolese Memories: What Happens When Museums are Asked to Confront Contested Colonial Posts,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46152, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2006, ""termid"": ""2006/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46153,114059338,114059338,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VisComm; Heber, UT",,,,,Manual,,,,,,,,,,,,,The Evolving Public Memory of Leopold's Congo,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46153, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2005, ""termid"": ""2005/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46154,114059338,114059338,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AECT Region 8 Conference; Park City, UT",,,,,Manual,,,,,,,,,,,,,Lyric Poetry and Instructional Design,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46154, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1995, ""termid"": ""1995/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46155,114059338,114059338,,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AECT National Convention; Anaheim, CA",,,,,Manual,,,,,,,,,,,,,Information Technology: Expanding Video Frontiers for Educators,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46155, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1999, ""termid"": ""1999/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wood, R. M.']"
46287,112054227,112054227,,2019.0,,,,,,,,,,,,,,,,,,10.26352/DY14_2384-950,,,,,,,978-88-85813-80-9,,,,,,1,,,,,November,Innovation in Language Learning International Conference,,,,,Manual,,,3,,,,,Cambridge UK International Academics,United Kingdom,,,,Articulating Learning Objectives and Outcomes in the ICT English Language Classroom,,,,,,,,Proceeding,,,10,,,[],"[{""id"": 46287, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
46289,112054227,112054227,,2019.0,,,,,,,,,,,,,,,,,"English Language Learners (ELLs) enter online or hybrid classrooms endeavoring to unlock the mysteries of learning English. These students are in search of a quality learning experience leading to English language acquisition defined by new opportunities that will transform their lives and open doors for future accomplishments. In order to meet their needs, a variety of educational strategies and considerations are required that extend beyond traditional expectations. Reading, writing, speaking and comprehension expanded to connect the classroom with the global learning environment is essential. A key component of these endeavors is developing and utilizing state of the art technology and coursework, while incorporating outstanding resources and methods to positively impact educators and students.",10.26352/DY14_2384-9509,,,,,,,978-88-85813-80-9,,,,,,1,,,,,November,Innovation in Language Learning International Conference,,,,,Manual,,,3,,,,,Cambridge UK International Academic,United Kingdom,,,,Transforming the ICT Learning Environment for English Language Learners,,,,,,,,Proceeding,,,10,,,[],"[{""id"": 46289, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
46329,114046657,114046657,,2019.0,,,,,,,,,,,,,,,,,"In engineering, students rarely use a cohesive theory of writing to approach the writing situations they encounter in their engineering courses and internships. Instead, they fall back on the strategies they developed in high school or as first year college students in composition. These strategies sometimes work, but they may also lead student writers to ignore the new rhetorical situation they are engaging in, thus not always writing with an eye toward specific audiences, or with an awareness of how the different context brings with it different genres and conventions they must use to write successfully as engineers. In addition, even when terms and elements of writing process are introduced, they tend to revert back to the less successful strategies in their repertoire to complete writing tasks rather than revising their approaches to fit the demands of the engineering/scientific rhetorical situations.

With an eye toward asking students to develop a engineering-specific theory of writing and nudging them into the novice status needed to learn how to address writing in a new context, we approached teaching junior- and senior-level materials science classes with two goals: 1.) asking students to engage in reflection throughout the semester to connect learning not only from prior classes, but across assignments, semesters, and years; and 2.) encouraging students to generate their own theory of writing that will help them address the demands of writing for engineering within school and beyond. This paper will report on what we (an English faculty member collaborating with a materials science and engineering faculty member) are doing to promote writing in the classes through reflection and feedback. We also explore how students might be taking that knowledge elsewhere, whether to another course or outside the university. Our aim is to bring together recent scholarship on transfer, writing pedagogy, and engineering education to explore how reflection can be used in an upper-level setting to extend students’ writing education and allow them to develop the tools they need to be successful engineers both in the classroom and beyond.",,,,,,,,,,,,,,,,,,,June,American Society for Engineering Education,,,,,Manual,,,1-17,,,,,,,,,,Using Reflection to Facilitate Writing Knowledge Transfer in Upper-Level Materials Science Courses,,,,,,,,Proceeding,,,,https://www.asee.org/public/conferences/140/papers/26638/view,,"[{""attachmentid"": 18715, ""mimetype"": ""application/pdf"", ""filename"": ""Reflection_in_MSE_final_23_April_2019_ ASEE.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeTg0YVBBQWpyRitZT1F2OEttckFMRWtQMGlZRDFINklob1lweDhEZ05NSEk1QVdoNW9qQzc4YW5odnZOdXpnK1VFbmNnVUNKdHB6cjkyd3dQanpJZ0xXSWVmbFRIYXhqZm9nUzRrdGl6MVZRPQ%3D%3D"", ""filesize"": 1311827}]","[{""id"": 46329, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Mallette, J.']"
46375,112127553,112127553,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019,"The International Association of Forensic Nursing Annual Conference, New Orleans, LA",,,,,Manual,,,,,,,,,,,,,Child Fatality Review Boards in Rural Areas: Opportunities for Creation and Collaboration to reduce child deaths in underserved areas,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46375, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Veltman, M. A.']"
46463,113083497,113083497,,2018.0,,,,,,,,,,,,,,,,,"In Bergqvist, E., Österholm, M., Granberg, C., & Sumpter, L. (Eds.). (2018). Proceedings of the 42nd Conference of the International Group for the Psychology of Mathematics Educatio",,,,,,,,,,,,,,,,,,,,the 42nd Conference of the International Group for the Psychology of Mathematics Education ,,,,,Manual,,,305,,,,,PME,"Umeå, Sweden",,,,Cultivating Mathematics Practice in A Computational Thinking Infused Robotic Activity,,,,,,,,Proceeding,,,5,,,[],"[{""id"": 46463, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Wang, S.', 'Yang, D.', 'Swanson, S.', 'Ching, Y. H.', 'Baek, Y.', 'Chittoori, B. C.']"
46474,111643302,111643302,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November,2019 ASME International Mechanical Engineering Congress &Exhibition,,,,,Manual,,,,,,,,ASME Press,,,,,Emergent Behavior in a Popluation of Thermostatically Controlled Loads with Peer-to-Peer Communication,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 18976, ""mimetype"": ""application/pdf"", ""filename"": ""IMECE2019-10456 FINAL.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25vdDdyNVRFTGVWdEFTdy9oN3RhUHN1ZmZ1d29oZ3BGZTFQYThSbHA0VnZLL1V4SjlCREtXMXdJMk1jL0xYbzRxOD0%3D"", ""filesize"": 1872317}]","[{""id"": 46474, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Schwartz, R.', 'Gardner, J. F.']"
46475,111643302,111643302,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November,2019 ASME International Mechanical Engineering Congress &Exhibition,,,,,Manual,,,,,,,,ASME Press,,,,,Design Resilience of Demand Response Systems Utilizing Locally Communicating Peer-to-Peer Communication,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 18975, ""mimetype"": ""application/pdf"", ""filename"": ""IMECE2019-1523 FINAL.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25vdDdyNVRFTGVWdE1kUS81cUFHLzJnZmZ1d29oZ3BGZTJjN09zcmllRlptTjBDdEFac2IxVUlmTEZOK1hqZVcybz0%3D"", ""filesize"": 171541}]","[{""id"": 46475, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kuwada, J.', 'Gardner, J. F.', 'Mehrpouyan, H.']"
46476,111643302,111643302,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noveber,2019 ASME International Mechanical Engineering Congress &Exhibition,,,,,Manual,,,,,,,,ASME Press,,,,,Stability Analysis of Demand Response Systems Utilizing Locally Communicating Thermostatically Controlled Loads,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 18977, ""mimetype"": ""application/pdf"", ""filename"": ""IMECE2019-10522 FINAL.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25vdDdyNVRFTGVWdEtCRG9WWExzc0RNZmZ1d29oZ3BGZTFWNHJjT3JJK2k3L1V4SjlCREtXMXdJMk1jL0xYbzRxOD0%3D"", ""filesize"": 325805}]","[{""id"": 46476, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kuwada, J.', 'Gardner, J. F.']"
46477,111643302,111643302,,2019.0,,,,,,,,,,,,,,,,,"Industrial Control Systems (ICS) are the brain and backbone of nation's critical infrastructure such as nuclear power, water treatment, and petrochemical plants. In order to increase interoperability, real-time availability of data, and flexibility, information/communication technologies are adopted in this domain. While these information technologies have been effective, they are integrated into operational technologies without the necessary security defense. Designing an effective, layered security defense is not possible unless security threats are identified through a structural analysis of the ICS. For that reason, this paper provides an attacker's point of view on the reconnaissance effort necessary to gather details of the system dynamics - which are required for the development of sophisticated attacks. We present a reconnaissance approach which uses the system's I/O data to infer the dynamic model of the system. In this effort, we propose a novel cyber-attack which targets the controller proportional-integral-derivative gain values in a constant setpoint control system. Our findings will help researchers design more secure control systems.",10.1109/CANDARW.2019.00070,,,,,,,,,,,,,,,,,,November,Seventh Symposium on Computing and Networking Workshops,,,,,Manual,,,,,,,,IEEE,,,,,A Covert System Identification Attack on Constant Setpoint Control Systems,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46477, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Tylor, P.', 'Mehrpouyan, H.', 'Gardner, J. F.', 'Stephen, R.']"
